experiment,timestamp,repo_url,repo_name,model_provider,model_name,model_label,temperature,seed,prompt_id,prompt_description,prompt_source_path,build_success,runtime_success,repetition,status,generation_success,generation_time,overall_score,dockerfile_score,k8s_score,runtime_score,docker_llm_score,k8s_llm_score,tool_calls,tokens_used,error_count,warning_count,info_count,has_errors,is_clean,dockerfile_syntax_valid,k8s_syntax_valid,run_id,workspace_dir,report_path
h2,2026-01-03T13:37:55.893295+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,True,0,completed,True,15.721841812133789,98.4,100.0,96.0,100.0,,,9,37137,0,2,0,False,False,True,True,a935c40c-7711-468b-b4d8-358802cef711,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-a935c40c-7711-468b-b4d8-358802cef711,google_gemini_2-5_flash/default/poc1-fastapi/h2__gemini-2-5-flash__default__poc1-fastapi__run1_20260103_143838_388c1026.json
h2,2026-01-03T13:38:38.914391+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,0,completed,True,40.21175503730774,98.4,100.0,96.0,100.0,,,12,46243,0,2,0,False,False,True,True,6e10ae99-f1b6-4406-a1f8-584d0f1a2bd9,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-6e10ae99-f1b6-4406-a1f8-584d0f1a2bd9,openai_gpt5_mini/default/poc1-fastapi/h2__gpt-5-mini__default__poc1-fastapi__run1_20260103_143943_cda1a100.json
h2,2026-01-03T13:39:43.082641+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,0,completed,True,101.32186508178711,97.7,98.0,96.0,100.0,,,18,91037,0,3,1,False,False,True,True,18e5136e-bd74-4e23-8eb9-841f64ad986f,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-18e5136e-bd74-4e23-8eb9-841f64ad986f,deepseek_v3_2/default/poc1-fastapi/h2__deepseek-chat__default__poc1-fastapi__run1_20260103_144149_15713c1e.json
h2,2026-01-03T13:41:49.560316+00:00,https://github.com/run-rasztabiga-me/poc2-fastapi.git,poc2-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,False,0,completed,True,24.568065643310547,69.0,100.0,85.0,,,,16,73393,1,0,0,True,False,True,False,30d889b5-9765-4461-be1f-6e6ea0f23d05,/Users/rasztabigab/Studia/run/tmp/poc2-fastapi-30d889b5-9765-4461-be1f-6e6ea0f23d05,google_gemini_2-5_flash/default/poc2-fastapi/h2__gemini-2-5-flash__default__poc2-fastapi__run1_20260103_144236_f60b9158.json
h2,2026-01-03T13:42:36.200982+00:00,https://github.com/run-rasztabiga-me/poc2-fastapi.git,poc2-fastapi,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,False,False,0,failed,False,54.27144002914429,0,,,,,,0,,,,,,,,,,,openai_gpt5_mini/default/poc2-fastapi/h2__gpt-5-mini__default__poc2-fastapi__run1_20260103_144330_1d7e401f.json
h2,2026-01-03T13:43:30.474804+00:00,https://github.com/run-rasztabiga-me/poc2-fastapi.git,poc2-fastapi,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,0,completed,True,172.68691396713257,96.1,98.0,92.0,100.0,,,32,223371,0,5,1,False,False,True,True,0eab0c9e-06d9-4935-ad79-a7089ba9186a,/Users/rasztabigab/Studia/run/tmp/poc2-fastapi-0eab0c9e-06d9-4935-ad79-a7089ba9186a,deepseek_v3_2/default/poc2-fastapi/h2__deepseek-chat__default__poc2-fastapi__run1_20260103_144712_6a0108fa.json
h2,2026-01-03T13:47:12.199546+00:00,https://github.com/run-rasztabiga-me/poc3-fastapi.git,poc3-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,False,0,completed,True,36.6301851272583,30.916666666666657,88.33333333333331,,,,,23,124053,1,1,0,True,False,True,,690e0d86-111a-45f0-9b80-ad736c57bfd9,/Users/rasztabigab/Studia/run/tmp/poc3-fastapi-690e0d86-111a-45f0-9b80-ad736c57bfd9,google_gemini_2-5_flash/default/poc3-fastapi/h2__gemini-2-5-flash__default__poc3-fastapi__run1_20260103_144758_e54eb109.json
h2,2026-01-03T13:47:58.114097+00:00,https://github.com/run-rasztabiga-me/poc3-fastapi.git,poc3-fastapi,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,0,completed,True,246.20768427848816,92.9,98.0,84.0,100.0,,,53,1011017,0,9,0,False,False,True,True,6fc68d5d-7238-44cc-8318-35e0cc982e7c,/Users/rasztabigab/Studia/run/tmp/poc3-fastapi-6fc68d5d-7238-44cc-8318-35e0cc982e7c,openai_gpt5_mini/default/poc3-fastapi/h2__gpt-5-mini__default__poc3-fastapi__run1_20260103_145337_4f2ac3b6.json
h2,2026-01-03T13:53:37.403090+00:00,https://github.com/run-rasztabiga-me/poc3-fastapi.git,poc3-fastapi,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,0,completed,True,190.1071219444275,94.5,98.0,88.0,100.0,,,30,585150,0,7,1,False,False,True,True,ab45ab25-aac3-4cd3-a614-bdc6c3cb01b3,/Users/rasztabigab/Studia/run/tmp/poc3-fastapi-ab45ab25-aac3-4cd3-a614-bdc6c3cb01b3,deepseek_v3_2/default/poc3-fastapi/h2__deepseek-chat__default__poc3-fastapi__run1_20260103_145806_5eaf5b14.json
h2,2026-01-03T13:58:06.866444+00:00,https://github.com/run-rasztabiga-me/poc4-fastapi.git,poc4-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,False,0,completed,True,66.79209399223328,67.0,100.0,80.0,0.0,,,45,237235,1,12,0,True,False,True,True,94e6b9b0-0865-4292-81c7-0786baace7bf,/Users/rasztabigab/Studia/run/tmp/poc4-fastapi-94e6b9b0-0865-4292-81c7-0786baace7bf,google_gemini_2-5_flash/default/poc4-fastapi/h2__gemini-2-5-flash__default__poc4-fastapi__run1_20260103_150300_957124b6.json
