experiment,timestamp,repo_url,repo_name,model_provider,model_name,model_label,temperature,seed,prompt_id,prompt_description,prompt_source_path,build_success,runtime_success,repetition,status,generation_success,generation_time,overall_score,dockerfile_score,k8s_score,runtime_score,docker_llm_score,k8s_llm_score,tool_calls,tokens_used,error_count,warning_count,info_count,has_errors,is_clean,dockerfile_syntax_valid,k8s_syntax_valid,run_id,workspace_dir,report_path
h2,2025-12-30T15:53:53.584073+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,True,0,completed,True,15.086806058883667,98.4,100.0,96.0,100.0,,,8,28667,0,2,0,False,False,True,True,fe211231-8120-44e5-ad23-50b352277887,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-fe211231-8120-44e5-ad23-50b352277887,google_gemini_2-5_flash/default/poc1-fastapi/h2__gemini-2-5-flash__default__poc1-fastapi__run1_20251230_165443_95eb128e.json
h2,2025-12-30T15:54:43.809835+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,True,1,completed,True,15.619179010391235,98.4,100.0,96.0,100.0,,,8,28683,0,2,0,False,False,True,True,1d9b0d02-da79-4383-baec-e09c4bb086a9,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-1d9b0d02-da79-4383-baec-e09c4bb086a9,google_gemini_2-5_flash/default/poc1-fastapi/h2__gemini-2-5-flash__default__poc1-fastapi__run2_20251230_165519_aca86913.json
h2,2025-12-30T15:55:19.884677+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,True,2,completed,True,14.448600053787231,98.4,100.0,96.0,100.0,,,9,32346,0,2,0,False,False,True,True,28778901-fa78-415a-b476-42e42badd111,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-28778901-fa78-415a-b476-42e42badd111,google_gemini_2-5_flash/default/poc1-fastapi/h2__gemini-2-5-flash__default__poc1-fastapi__run3_20251230_165629_60cfa0f8.json
h2,2025-12-30T15:56:29.858961+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,0,completed,True,40.639504194259644,97.7,98.0,96.0,100.0,,,15,62128,0,3,0,False,False,True,True,a9d17240-6a9d-4a93-8a28-9d7e8dcec473,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-a9d17240-6a9d-4a93-8a28-9d7e8dcec473,openai_gpt5_mini/default/poc1-fastapi/h2__gpt-5-mini__default__poc1-fastapi__run1_20251230_165808_0f46718e.json
h2,2025-12-30T15:58:09.213784+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,1,completed,True,77.06129574775696,98.4,100.0,96.0,100.0,,,11,59686,0,2,0,False,False,True,True,6480631d-4ff4-4616-9c79-3fa3e67a11d3,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-6480631d-4ff4-4616-9c79-3fa3e67a11d3,openai_gpt5_mini/default/poc1-fastapi/h2__gpt-5-mini__default__poc1-fastapi__run2_20251230_170002_37409bed.json
h2,2025-12-30T16:00:02.388866+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,2,completed,True,50.35837483406067,98.4,100.0,96.0,100.0,,,14,52122,0,2,0,False,False,True,True,913d0c54-43e8-42b8-9c01-8653e8c62ee9,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-913d0c54-43e8-42b8-9c01-8653e8c62ee9,openai_gpt5_mini/default/poc1-fastapi/h2__gpt-5-mini__default__poc1-fastapi__run3_20251230_170129_45269de5.json
h2,2025-12-30T16:01:29.485807+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,0,completed,True,91.36973023414612,97.7,98.0,96.0,100.0,,,19,92041,0,3,1,False,False,True,True,0ee25f41-3dd6-4cd9-a599-e543d96b9990,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-0ee25f41-3dd6-4cd9-a599-e543d96b9990,deepseek_v3_2/default/poc1-fastapi/h2__deepseek-chat__default__poc1-fastapi__run1_20251230_170324_742d1a1f.json
h2,2025-12-30T16:03:24.716013+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,1,completed,True,117.9310359954834,97.7,98.0,96.0,100.0,,,25,132180,0,3,1,False,False,True,True,5e347c3a-a4d5-42e9-be72-9cec00c3d23b,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-5e347c3a-a4d5-42e9-be72-9cec00c3d23b,deepseek_v3_2/default/poc1-fastapi/h2__deepseek-chat__default__poc1-fastapi__run2_20251230_170545_af064055.json
h2,2025-12-30T16:05:45.963244+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,2,completed,True,93.29628896713257,97.7,98.0,96.0,100.0,,,19,94146,0,3,1,False,False,True,True,9ab26bfc-e232-4021-9eb9-3a9bba6b24a5,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-9ab26bfc-e232-4021-9eb9-3a9bba6b24a5,deepseek_v3_2/default/poc1-fastapi/h2__deepseek-chat__default__poc1-fastapi__run3_20251230_170747_3295e10f.json
h2,2025-12-30T16:07:48.202593+00:00,https://github.com/run-rasztabiga-me/poc2-fastapi.git,poc2-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,False,0,completed,True,26.97137999534607,71.80000000000001,100.0,92.0,0.0,,,15,55585,1,4,0,True,False,True,True,79f230cc-6da5-420b-8a8e-1cc974ee996c,/Users/rasztabigab/Studia/run/tmp/poc2-fastapi-79f230cc-6da5-420b-8a8e-1cc974ee996c,google_gemini_2-5_flash/default/poc2-fastapi/h2__gemini-2-5-flash__default__poc2-fastapi__run1_20251230_171034_e4d41e63.json
