experiment,timestamp,repo_url,repo_name,model_provider,model_name,model_label,temperature,seed,prompt_id,prompt_description,prompt_source_path,build_success,runtime_success,repetition,status,generation_success,generation_time,overall_score,dockerfile_score,k8s_score,runtime_score,docker_llm_score,k8s_llm_score,tool_calls,tokens_used,error_count,warning_count,info_count,has_errors,is_clean,dockerfile_syntax_valid,k8s_syntax_valid,run_id,workspace_dir,report_path
h1,2025-12-12T17:55:08.437265+00:00,https://github.com/sankeer28/Math-PDF-Generator-Web.git,math-pdf-generator-web,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,True,0,completed,True,16.890482187271118,98.4,100.0,96.0,100.0,,,6,21135,0,2,0,False,False,True,True,2ae792cb-d8e7-4227-aedd-029422b03efa,/Users/rasztabigab/Studia/run/tmp/math-pdf-generator-web-2ae792cb-d8e7-4227-aedd-029422b03efa,google_gemini_2-5_flash/default/math-pdf-generator-web/h1__gemini-2-5-flash__default__math-pdf-generator-web__run1_20251212_185546_d1f503a0.json
h1,2025-12-12T17:55:53.901403+00:00,https://github.com/sankeer28/Math-PDF-Generator-Web.git,math-pdf-generator-web,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,True,1,completed,True,16.916974306106567,98.4,100.0,96.0,100.0,,,6,21266,0,2,0,False,False,True,True,606fae26-9fa9-4d3d-ac1f-c33730e42c1c,/Users/rasztabigab/Studia/run/tmp/math-pdf-generator-web-606fae26-9fa9-4d3d-ac1f-c33730e42c1c,google_gemini_2-5_flash/default/math-pdf-generator-web/h1__gemini-2-5-flash__default__math-pdf-generator-web__run2_20251212_185631_cf1ed3f0.json
h1,2025-12-12T17:56:31.557897+00:00,https://github.com/sankeer28/Math-PDF-Generator-Web.git,math-pdf-generator-web,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,0,completed,True,67.7370707988739,98.4,100.0,96.0,100.0,,,12,70219,0,2,0,False,False,True,True,149250aa-5701-4fbe-bbaa-36cf1a4b842f,/Users/rasztabigab/Studia/run/tmp/math-pdf-generator-web-149250aa-5701-4fbe-bbaa-36cf1a4b842f,openai_gpt5_mini/default/math-pdf-generator-web/h1__gpt-5-mini__default__math-pdf-generator-web__run1_20251212_185802_8d28849c.json
h1,2025-12-12T17:58:02.745972+00:00,https://github.com/sankeer28/Math-PDF-Generator-Web.git,math-pdf-generator-web,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,True,1,completed,True,46.334651947021484,98.4,100.0,96.0,100.0,,,11,35903,0,2,0,False,False,True,True,0e9ea1f7-e24b-43be-bf41-612762f49d81,/Users/rasztabigab/Studia/run/tmp/math-pdf-generator-web-0e9ea1f7-e24b-43be-bf41-612762f49d81,openai_gpt5_mini/default/math-pdf-generator-web/h1__gpt-5-mini__default__math-pdf-generator-web__run2_20251212_185911_8a5ce77e.json
h1,2025-12-12T17:59:11.904286+00:00,https://github.com/sankeer28/Math-PDF-Generator-Web.git,math-pdf-generator-web,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,0,completed,True,86.01175808906555,98.4,100.0,96.0,100.0,,,14,241091,0,2,0,False,False,True,True,b32412f8-4f84-4a40-a025-d4b69fff4f02,/Users/rasztabigab/Studia/run/tmp/math-pdf-generator-web-b32412f8-4f84-4a40-a025-d4b69fff4f02,deepseek_v3_2/default/math-pdf-generator-web/h1__deepseek-chat__default__math-pdf-generator-web__run1_20251212_190101_976a79d4.json
h1,2025-12-12T18:01:02.149827+00:00,https://github.com/sankeer28/Math-PDF-Generator-Web.git,math-pdf-generator-web,deepseek,deepseek-chat,deepseek_v3_2,1.0,,default,default-system-prompt,,True,True,1,completed,True,105.76732897758484,98.4,100.0,96.0,100.0,,,17,452679,0,2,0,False,False,True,True,ce112a33-b857-4623-b6a9-ad137b84ca24,/Users/rasztabigab/Studia/run/tmp/math-pdf-generator-web-ce112a33-b857-4623-b6a9-ad137b84ca24,deepseek_v3_2/default/math-pdf-generator-web/h1__deepseek-chat__default__math-pdf-generator-web__run2_20251212_190317_0eaebc1f.json
h1,2025-12-12T18:03:17.419057+00:00,https://github.com/patrick204nqh/simple-webapp.git,simple-webapp,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,False,False,0,completed,True,27.554649114608765,0.0,0.0,,,,,18,69728,1,1,0,True,False,True,,4eacbdd5-a035-4180-bb47-1cc98006aec9,/Users/rasztabigab/Studia/run/tmp/simple-webapp-4eacbdd5-a035-4180-bb47-1cc98006aec9,google_gemini_2-5_flash/default/simple-webapp/h1__gemini-2-5-flash__default__simple-webapp__run1_20251212_190400_59a7051d.json
h1,2025-12-12T18:04:01.007429+00:00,https://github.com/patrick204nqh/simple-webapp.git,simple-webapp,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,False,False,1,completed,True,46.2900550365448,0.0,0.0,,,,,18,127351,1,1,0,True,False,True,,35f0e8c1-f116-4984-8e7e-acea97d116a6,/Users/rasztabigab/Studia/run/tmp/simple-webapp-35f0e8c1-f116-4984-8e7e-acea97d116a6,google_gemini_2-5_flash/default/simple-webapp/h1__gemini-2-5-flash__default__simple-webapp__run2_20251212_190458_55f739f3.json
h1,2025-12-12T18:04:59.161485+00:00,https://github.com/patrick204nqh/simple-webapp.git,simple-webapp,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,True,False,0,completed,True,175.00458097457886,69.5,98.0,88.0,0.0,,,37,378882,1,7,0,True,False,True,True,cfebcb15-aaf7-4348-a834-3809c5c96609,/Users/rasztabigab/Studia/run/tmp/simple-webapp-cfebcb15-aaf7-4348-a834-3809c5c96609,openai_gpt5_mini/default/simple-webapp/h1__gpt-5-mini__default__simple-webapp__run1_20251212_191103_15748d9e.json
h1,2025-12-12T18:11:03.535893+00:00,https://github.com/patrick204nqh/simple-webapp.git,simple-webapp,openai,gpt-5-mini,openai_gpt5_mini,1.0,,default,default-system-prompt,,False,False,1,completed,True,128.183611869812,0.0,0.0,,,,,33,306770,1,1,0,True,False,True,,9d932504-03ce-4b6f-9941-38e35f9184cd,/Users/rasztabigab/Studia/run/tmp/simple-webapp-9d932504-03ce-4b6f-9941-38e35f9184cd,openai_gpt5_mini/default/simple-webapp/h1__gpt-5-mini__default__simple-webapp__run2_20251212_191324_7c961cfc.json
