experiment,timestamp,repo_url,repo_name,model_provider,model_name,model_label,temperature,seed,prompt_id,prompt_description,prompt_source_path,build_success,runtime_success,repetition,status,generation_success,generation_time,overall_score,dockerfile_score,k8s_score,runtime_score,docker_llm_score,k8s_llm_score,tool_calls,tokens_used,error_count,warning_count,info_count,has_errors,is_clean,dockerfile_syntax_valid,k8s_syntax_valid,run_id,workspace_dir,report_path
h5,2026-03-18T22:32:00.820453+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,0,completed,True,16.599457025527954,72.33333333333333,100.0,93.33333333333331,,,,9,37723,0,2,0,False,False,True,True,390453e0-8b65-4512-980f-9835fa6f8de8,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-390453e0-8b65-4512-980f-9835fa6f8de8,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run1_20260318_233241_bf3338e4.json
h5,2026-03-18T22:32:42.124900+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,1,completed,True,15.68864893913269,72.33333333333333,100.0,93.33333333333331,,,,8,34069,0,2,0,False,False,True,True,879debd2-8511-4c5c-8cbc-8422d70c7ff3,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-879debd2-8511-4c5c-8cbc-8422d70c7ff3,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run2_20260318_233307_250808b5.json
h5,2026-03-18T22:33:07.627500+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,2,completed,True,12.329243898391724,72.33333333333333,100.0,93.33333333333331,,,,6,24157,0,2,0,False,False,True,True,31f036d6-e50f-4ec4-98c3-7092855bb059,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-31f036d6-e50f-4ec4-98c3-7092855bb059,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run3_20260318_233329_77eec65d.json
h5,2026-03-18T22:33:29.693000+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,3,completed,True,14.123600959777832,72.33333333333333,100.0,93.33333333333331,,,,8,33361,0,2,0,False,False,True,True,fdf66116-9e79-46f1-98f3-416e38e4fafb,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-fdf66116-9e79-46f1-98f3-416e38e4fafb,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run4_20260318_233413_8b5aa519.json
h5,2026-03-18T22:34:13.235082+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,4,completed,True,11.727900266647339,72.33333333333333,100.0,93.33333333333331,,,,8,30193,0,2,0,False,False,True,True,2adec6cc-2bb2-4aa1-85a8-e8cde58e2854,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-2adec6cc-2bb2-4aa1-85a8-e8cde58e2854,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run5_20260318_233435_b381669c.json
h5,2026-03-18T22:34:35.173241+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,5,completed,True,17.299565076828003,72.33333333333333,100.0,93.33333333333331,,,,8,34690,0,2,0,False,False,True,True,5b3a92df-8866-4324-b86c-a50b8dd4e870,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-5b3a92df-8866-4324-b86c-a50b8dd4e870,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run6_20260318_233501_f9432cb9.json
h5,2026-03-18T22:35:01.726005+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,6,completed,True,15.541160106658936,72.33333333333333,100.0,93.33333333333331,,,,8,29904,0,2,0,False,False,True,True,2d18221e-81b8-44c7-8600-9982ac1643ed,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-2d18221e-81b8-44c7-8600-9982ac1643ed,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run7_20260318_233526_3b3ecf1e.json
h5,2026-03-18T22:35:26.504642+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,7,completed,True,14.415077686309814,72.33333333333333,100.0,93.33333333333331,,,,8,30128,0,2,0,False,False,True,True,0991ae51-7365-4ba2-8809-1caae8316c03,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-0991ae51-7365-4ba2-8809-1caae8316c03,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run8_20260318_233549_0be09d19.json
h5,2026-03-18T22:35:50.069652+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,8,completed,True,13.228103876113892,72.33333333333333,100.0,93.33333333333331,,,,8,26246,0,2,0,False,False,True,True,45292e44-471b-4a65-9981-f04151b656cf,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-45292e44-471b-4a65-9981-f04151b656cf,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run9_20260318_233613_a359a34f.json
h5,2026-03-18T22:36:13.149350+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi-spec.git,poc1-fastapi-spec,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,1.0,,default,default-system-prompt,,True,,9,completed,True,13.033416986465454,72.33333333333333,100.0,93.33333333333331,,,,8,29647,0,2,0,False,False,True,True,23e7024a-16fb-4a5e-9d7b-ee2859b83b8e,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-spec-23e7024a-16fb-4a5e-9d7b-ee2859b83b8e,google_gemini_2-5_flash/default/poc1-fastapi-spec/h5__gemini-2-5-flash__default__poc1-fastapi-spec__run10_20260318_233635_e58845a5.json
