experiment,timestamp,repo_url,repo_name,model_provider,model_name,model_label,temperature,seed,prompt_id,prompt_description,prompt_source_path,build_success,runtime_success,repetition,status,generation_success,generation_time,overall_score,dockerfile_score,k8s_score,runtime_score,docker_llm_score,k8s_llm_score,tool_calls,tokens_used,error_count,warning_count,info_count,has_errors,is_clean,dockerfile_syntax_valid,k8s_syntax_valid,run_id,workspace_dir,report_path
h4,2026-01-04T12:33:19.166297+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,0.0,42,default,default-system-prompt,,True,True,0,completed,True,16.92655920982361,98.4,100.0,96.0,100.0,,,8,33330,0,2,0,False,False,True,True,1f72a52a-aaab-424b-9fb3-d602d83361a1,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-1f72a52a-aaab-424b-9fb3-d602d83361a1,google_gemini_2-5_flash/default/poc1-fastapi/h4__gemini-2-5-flash__default__poc1-fastapi__run1_20260104_133355_fe22fc95.json
h4,2026-01-04T12:33:56.749854+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,0.0,42,default,default-system-prompt,,True,True,1,completed,True,19.15766406059265,98.4,100.0,96.0,100.0,,,9,38047,0,2,0,False,False,True,True,929818e7-9d6b-494f-a2b7-342e87c6d6d8,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-929818e7-9d6b-494f-a2b7-342e87c6d6d8,google_gemini_2-5_flash/default/poc1-fastapi/h4__gemini-2-5-flash__default__poc1-fastapi__run2_20260104_133439_f909195f.json
h4,2026-01-04T12:34:39.556781+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,0.0,42,default,default-system-prompt,,True,True,2,completed,True,15.058558940887451,98.4,100.0,96.0,100.0,,,8,33387,0,2,0,False,False,True,True,7f0603f3-688f-4209-a5af-0d5749c17a56,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-7f0603f3-688f-4209-a5af-0d5749c17a56,google_gemini_2-5_flash/default/poc1-fastapi/h4__gemini-2-5-flash__default__poc1-fastapi__run3_20260104_133517_00e1e7bf.json
h4,2026-01-04T12:35:17.620885+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,0.0,42,default,default-system-prompt,,True,True,3,completed,True,13.400174140930176,98.4,100.0,96.0,100.0,,,7,28068,0,2,0,False,False,True,True,7fc01043-84b3-49d2-a0e7-4cc350452918,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-7fc01043-84b3-49d2-a0e7-4cc350452918,google_gemini_2-5_flash/default/poc1-fastapi/h4__gemini-2-5-flash__default__poc1-fastapi__run4_20260104_133553_3e571d22.json
h4,2026-01-04T12:35:53.697894+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,google_genai,gemini-2.5-flash,google_gemini_2.5_flash,0.0,42,default,default-system-prompt,,True,True,4,completed,True,19.74935507774353,98.4,100.0,96.0,100.0,,,8,33123,0,2,0,False,False,True,True,ab1ebf96-58d0-441f-8748-9a309cd49e87,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-ab1ebf96-58d0-441f-8748-9a309cd49e87,google_gemini_2-5_flash/default/poc1-fastapi/h4__gemini-2-5-flash__default__poc1-fastapi__run5_20260104_133629_62ddd929.json
h4,2026-01-04T12:36:29.721598+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,0.0,42,default,default-system-prompt,,True,True,0,completed,True,92.38660502433777,97.7,98.0,96.0,100.0,,,17,83295,0,3,1,False,False,True,True,bb80a3c0-898b-4ca3-874b-41825badb16d,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-bb80a3c0-898b-4ca3-874b-41825badb16d,deepseek_v3_2/default/poc1-fastapi/h4__deepseek-chat__default__poc1-fastapi__run1_20260104_133852_af95467f.json
h4,2026-01-04T12:38:53.079395+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,0.0,42,default,default-system-prompt,,True,True,1,completed,True,97.60304689407349,97.7,98.0,96.0,100.0,,,18,89951,0,3,1,False,False,True,True,14387b07-c713-48a9-bb22-78708217cc40,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-14387b07-c713-48a9-bb22-78708217cc40,deepseek_v3_2/default/poc1-fastapi/h4__deepseek-chat__default__poc1-fastapi__run2_20260104_134053_8bc71d69.json
h4,2026-01-04T12:40:54.281864+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,0.0,42,default,default-system-prompt,,True,True,2,completed,True,104.17073011398315,97.7,98.0,96.0,100.0,,,20,99957,0,3,1,False,False,True,True,218671d9-a96a-4008-a0f8-1e7b688ab34d,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-218671d9-a96a-4008-a0f8-1e7b688ab34d,deepseek_v3_2/default/poc1-fastapi/h4__deepseek-chat__default__poc1-fastapi__run3_20260104_134302_a74b5191.json
h4,2026-01-04T12:43:02.545104+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,0.0,42,default,default-system-prompt,,True,True,3,completed,True,106.81886506080627,97.7,98.0,96.0,100.0,,,20,102359,0,3,1,False,False,True,True,3fbf7b48-b6b8-4e0a-91f6-26a697b89b7d,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-3fbf7b48-b6b8-4e0a-91f6-26a697b89b7d,deepseek_v3_2/default/poc1-fastapi/h4__deepseek-chat__default__poc1-fastapi__run4_20260104_134517_21d31ee6.json
h4,2026-01-04T12:45:17.925272+00:00,https://github.com/run-rasztabiga-me/poc1-fastapi.git,poc1-fastapi,deepseek,deepseek-chat,deepseek_v3_2,0.0,42,default,default-system-prompt,,True,True,4,completed,True,106.94664907455444,97.7,98.0,96.0,100.0,,,21,108116,0,3,1,False,False,True,True,0878434c-69ad-4ac9-b458-0b92b292ee3a,/Users/rasztabigab/Studia/run/tmp/poc1-fastapi-0878434c-69ad-4ac9-b458-0b92b292ee3a,deepseek_v3_2/default/poc1-fastapi/h4__deepseek-chat__default__poc1-fastapi__run5_20260104_134733_8bc5cd04.json
